title,published,source,venue,doi,url,pdf_url,score,matched_terms,ai_summary_zh
ScantoBIM Software - Point Cloud to BIM Processing Tool,2026-06-08,OpenAlex,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.20589144,https://doi.org/10.5281/zenodo.20589144,https://doi.org/10.5281/zenodo.20589144,38,BIM; bim model; bim models; scan to bim; scan-to-bim,提出Scan to BIM Service软件，用于将激光扫描点云数据转换为精确的BIM模型，服务于建筑、工程和施工项目的数字化建造流程。
Education and Training for Emerging Technology Adoption and Expertise: Insights from Australian Construction,2026-06-08,OpenAlex,Sustainability,https://doi.org/10.3390/su18125855,https://doi.org/10.3390/su18125855,https://doi.org/10.3390/su18125855,30,BIM; building information model; building information modelling; digital twin,本研究以澳大利亚建筑行业为对象，采用混合方法（问卷调查与半结构化访谈），评估了人工智能、BIM、数字孪生等新兴数字技术的教育与培训现状。研究发现BIM成熟度较高，但其他技术能力有限，且存在培训不一致、时间成本等障碍，并强调跨学科数字能力比单一工具技能更重要。
Ishigaki-IDS: An Open-Weight Verifier-Aware Model for Information Delivery Specification Drafting in Building Information Modeling,2026-06-07T09:55:59Z,arXiv,cs.CL,,https://arxiv.org/abs/2606.08545v1,https://arxiv.org/pdf/2606.08545v1,31,BIM; building information model; building information modeling,提出Ishigaki-IDS，一种开源大语言模型，用于BIM信息交付规范草案生成。通过领域预训练、监督微调及基于外部验证器的强化学习，模型在专家测试中IDS验证通过率达0.651，优于基线（0.331），并将编写耗时降低54.7%。
The HBIM Maturity Model: Accrediting Historic Building Information Modelling (HBIM) Development,2026-06-07,OpenAlex,Applied Sciences,https://doi.org/10.3390/app16125746,https://doi.org/10.3390/app16125746,https://doi.org/10.3390/app16125746,31,BIM; building information model; building information modelling,针对文化遗产的HBIM应用缺乏对终端用户和指导规范的考量，为此提出HBIM成熟度模型，一种可扩展的、基于等级的系统开发与评估方法。通过评估122个案例，发现多数HBIM案例未能满足遗产界最关键的输出需求，即结构化信息管理，这被视为HBIM应用的主要障碍。
4D BIM-Based Master Scheduling for Giga-Projects: Improving Schedule Reliability and Stakeholder Alignment,2026-06-05,OpenAlex,Iconic Research and Engineering Journals,https://doi.org/10.64388/irev9i12-1718608,https://doi.org/10.64388/irev9i12-1718608,https://www.irejournals.com/formatedpaper/1718608.pdf,42,BIM; bim-based; building information model; building information modeling; digital twin,这篇综述论文整合了2020至2026年间相关文献，探讨了基于4D BIM的主进度计划如何通过可视化、数据驱动和协作控制，提升大型项目的进度可靠性与利益相关方协同。研究发现，4D BIM通过优化工作包分解、增强施工性分析、改进前瞻规划及识别时空冲突等机制，有效改善了进度管理。
Experiências de aplicação da modelagem de informações de construção (BIM) na preservação do patrimônio histórico arquitetônico,2026-06-05,OpenAlex,Programa de Iniciação Científica - PIC/UniCEUB - Relatórios de Pesquisa,https://doi.org/10.5102/pic.n0.0.10774,https://doi.org/10.5102/pic.n0.0.10774,https://www.publicacoes.uniceub.br/pic/article/download/10774/6203,30,BIM; building information model; building information modelling,通过文献综述，研究了BIM与HBIM在历史建筑遗产保护中的应用经验，识别了这些方法在保护过程中的困难与问题。该工作旨在促进机构与专业人员之间的协作，以改善建筑遗产的文档管理与维护。
Automating construction site guardrail safety inspection using BIM and point cloud segmentation,2026-06-05,OpenAlex,Journal of Information Technology in Construction,https://doi.org/10.36680/j.itcon.2026.030,https://doi.org/10.36680/j.itcon.2026.030,http://www.itcon.org/papers/2026_30-ITcon-Bharathi.pdf,8,BIM,提出一种整合SafeConAI、无人机点云数据与4D BIM的端到端自动化安全检测流程，通过训练分割模型识别安全护栏并对比BIM模型，实现实时偏差映射与合规性检查。该方法在实验室与真实工地场景中验证，可辅助施工安全检测半自动化，提升工作场所安全性。
Application of terrestrial 3D laser scanning for developing as-built model of Legi Kamen tunnel in BIM environment,2026-06-04,OpenAlex,Repository of the University of Ljubljana (University of Ljubljana),,https://openalex.org/W7164263676,https://repozitorij.uni-lj.si/Dokument.php?lang=slv&id=234934&dn=,37,BIM; bim model; building information model; building information modeling,通过地面三维激光扫描技术获取Legi Kamen隧道的高密度点云数据，在BIM环境中构建竣工模型，并对比设计图纸验证施工偏差（多数在±3厘米内），证明了该方法在基础设施项目竣工检测与模型更新中的可靠性与精度。
Digital technology adoption barriers and solutions for sustainable and resilient construction: evidence from six CEMAC countries,2026-06-04,OpenAlex,Journal of Asian Architecture and Building Engineering,https://doi.org/10.1080/13467581.2026.2679892,https://doi.org/10.1080/13467581.2026.2679892,https://doi.org/10.1080/13467581.2026.2679892,8,BIM; digital twin,针对中非经济货币共同体六国的可持续与韧性建设，采用混合研究方法对1095名专业人员调查，通过探索性因子分析识别出六大类29项数字技术采纳障碍，并提出了经验验证的IIDT框架，包含区块链融资、AI投资回报优化、BIM/数字孪生集成等解决方案，在34个试点项目中验证了可行性。
FRAMEWORK PARA IMPLEMENTAÇÃO DE DIGITAL TWINS URBANOS COM FOCO EM LICENCIAMENTO DIGITAL,2026-06-03,OpenAlex,INTERNATIONAL INTEGRALIZE SCIENTIFIC,https://doi.org/10.63391/5d2b6t88,https://doi.org/10.63391/5d2b6t88,https://iiscientific.com/ojs/index.php/iis/article/download/2064/1901,44,BIM; bim-based; building information model; building information modeling; digital twin; IFC,提出一个面向巴西的城市数字孪生平台实施框架，重点通过将BIM转化为城市治理工具并基于IFC格式实现项目提交与合规性自动验证，以推动数字许可流程的透明化与高效化。
"BUILDING INFORMATION MODELLING (BIM) CONTRACT ADMINISTRATION: CURRENT KNOWLEDGE, PRACTICES, AND ROLE ENHANCEMENTS FOR MALAYSIAN QUANTITY SURVEYORS",2026-06-03,OpenAlex,PLANNING MALAYSIA,https://doi.org/10.21837/pm.v24i42.2030,https://doi.org/10.21837/pm.v24i42.2030,https://www.planningmalaysia.org/index.php/pmj/article/download/2030/1706,41,BIM; bim-based; building information model; building information modelling,通过问卷调查和描述性统计分析，发现马来西亚工料测量师对BIM合同管理知识水平较高，但缺乏标准化和文献参考；研究提出“三级增强框架”，以在施工前、中、后阶段提升工料测量师在合同管理中的角色，促进数字化协作与可持续发展。
BIM-Based Prefab Element Tracking - Lagemaat Demonstration - Three Pager,2026-06-03,OpenAlex,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.20522458,https://doi.org/10.5281/zenodo.20522458,https://doi.org/10.5281/zenodo.20522458,30,BIM; bim-based; IFC; ifc-based,在CCN项目中，通过测试Reincarnate应用，将BIM验证、QR码交互与现场测试相结合，实现了基于BIM的预制构件追踪。该系统整合了基于IFC的BIM数据、QR码及关联项目文档，验证了QR-BIM集成的可行性，但面临IFC数据不完整、构件ID缺失及扫描可靠性不足等挑战。
Comprehensive construction site-level dimensional quality inspection of concrete structures: A Scan-vs-BIM framework,2026-06-03,OpenAlex,Measurement,https://doi.org/10.1016/j.measurement.2026.122132,https://doi.org/10.1016/j.measurement.2026.122132,,8,BIM,基于标题和关键词，该研究提出了一种基于扫描与BIM对比的框架，用于混凝土结构施工现场的全面尺寸质量检测。该方法通过整合三维扫描技术与BIM模型，实现构件尺寸偏差的自动化识别与评估。
Enhancing Project Quality by Implementing Lean Construction and Building Information Modelling Techniques,2026-06-02,OpenAlex,Lean Construction Journal,https://doi.org/10.60164/ngnfebmbq,https://doi.org/10.60164/ngnfebmbq,https://doi.org/10.60164/ngnfebmbq,43,BIM; building information model; building information modeling; building information modelling,通过观察与访谈法，在三宝垄PGRI大学公寓项目中整合精益建造与BIM 5D方法，并使用QPASS工具评估质量，发现该集成可将项目质量绩效提升至90%。研究为印尼建筑从业者提供了通过BIM与精益建造集成来维持项目质量计划的实践依据。
Editorial: Artificial intelligence (AI) shaping modern construction practices,2026-06-02,OpenAlex,Smart and Sustainable Built Environment,https://doi.org/10.1108/sasbe-06-2026-849,https://doi.org/10.1108/sasbe-06-2026-849,,30,BIM; bim-based; digital twin; IFC; openbim,这篇社论探讨了人工智能如何通过BIM、数字孪生和IFC等工具重塑现代建筑实践，分析了AI在建筑行业中的经济影响与技术变革，并强调了开放BIM标准在推动行业智能化中的关键作用。
"The Human Factor in Construction 4.0: Impact of Digital Transformation on Worker Awareness, Critical Thinking, and Accountability",2026-06-02,OpenAlex,EPiC series in built environment,https://doi.org/10.29007/vxw3,https://doi.org/10.29007/vxw3,,30,BIM; building information model; building information modeling; digital twin,本研究通过问卷调查和情景分析，探讨了BIM、数字孪生等数字化技术对建筑工人情境意识、批判性思维和责任感的非预期影响。结果显示，技术依赖可能引发自动化偏见和认知自满，削弱独立警觉性与决策所有权，呼吁在建设4.0中采用以人为本的策略以维护人类判断力。
Digital Transformation of Electrical Commissioning in Power Plants Using VDC Technologies,2026-06-02,OpenAlex,EPiC series in built environment,https://doi.org/10.29007/9cbz,https://doi.org/10.29007/9cbz,,30,BIM; building information model; building information modeling; digital twin,本研究探讨如何运用虚拟设计与施工（VDC）技术（包括BIM、数字孪生、AR/VR、物联网传感器及云平台）改造电厂电气调试流程，通过整合行业案例与技术文献，提出涵盖预调试规划、虚拟仿真、现场测试及数字移交的结构化实施框架，以提升效率、安全性与数字化集成水平。
A Scan-to-BIM Workflow for Digital Twin Development of an Existing Highway Bridge,2026-06-01,OpenAlex,"Proceedings of the International Conference on Civil, Structural and Transportation Engineering",https://doi.org/10.11159/iccste26.241,https://doi.org/10.11159/iccste26.241,https://doi.org/10.11159/iccste26.241,72,BIM; bim model; bim models; digital twin; IFC; ifc-based; industry foundation class; industry foundation classes; scan-to-bim,提出一种基于地面激光扫描点云数据的Scan-to-BIM工作流，用于既有公路桥梁的数字孪生建模。该方法通过处理点云数据并在Autodesk Revit中重建桥梁结构参数化模型，最终导出为IFC格式，实现了高精度（RMSE≈0.004米）的工程级数字孪生模型构建。
Applications and Extensions of Plant Information Models using Open Data Schema,2026-06-01,OpenAlex,Landscape Architecture,https://doi.org/10.3724/j.fjyl.la20250598,https://doi.org/10.3724/j.fjyl.la20250598,https://www.sciengine.com/doi/pdf/E226ECF2A9A24D9F9F289C3289EB1101,71,BIM; building information model; building information modeling; digital twin; IFC; ifc file; ifc files; industry foundation class; industry foundation classes,以植物为对象，构建了包含2大类7子类的标准化数据集，并扩展了IFC模式以支持植物对象的跨平台语义交换，填补了景观领域BIM数据模式的空白。
Developing an HBIM-Based Framework for the Conservation and Management of Built Heritage in Vietnam,2026-06-01,OpenAlex,Civil Engineering and Architecture,https://doi.org/10.13189/cea.2026.141324,https://doi.org/10.13189/cea.2026.141324,http://www.hrpub.org/download/20260530/CEA24-14844496.pdf,31,bim-based; building information model; building information modeling,提出一种针对越南遗产建筑特点的HBIM框架，通过结合高分辨率数字测量、结构化数据处理和参数化组件开发，并访谈保护专业人员，以解决发展中国家在遗产保护中技术、制度与数据治理方面的障碍。
Leveraging IFC semantics and W3C decentralized identifiers for Digital Building Logbooks in construction and deep renovation,2026-06-01,OpenAlex,Automation in Construction,https://doi.org/10.1016/j.autcon.2026.107065,https://doi.org/10.1016/j.autcon.2026.107065,https://doi.org/10.1016/j.autcon.2026.107065,27,BIM; bim model; bim models; IFC,提出一种名为BUILDCHAIN DBL的去中心化数字建筑日志架构，通过结合IFC对齐本体与W3C去中心化标识符，实现异构建筑数据的语义集成与可信溯源。在西班牙格拉纳达皇家医院的真实案例中验证，该系统的凭证工作流延迟低于300毫秒，证明了去中心化日志在施工与深度翻新中的可行性。
Assessing Pre-Trained Sentence Embedding Models for Domain-Specific Semantic Tasks in the Built Environment,2026-06-01,OpenAlex,"Proceedings of the International Conference on Civil, Structural and Transportation Engineering",https://doi.org/10.11159/iccste26.229,https://doi.org/10.11159/iccste26.229,https://doi.org/10.11159/iccste26.229,25,building energy model; building information model; building information modelling,针对建筑信息模型等领域的非结构化文本，采用三种预训练句子嵌入模型，在20万余条AEC文档三元组数据集上比较四种领域适应策略。DoRA参数高效微调使三元组准确率提升10至12个百分点，轻量投影头以极低计算成本恢复约70%至75%的性能增益。
MONOPÓLIO DA AUTODESK E ALTERNATIVAS VIÁVEIS DE SOFTWARES DIGITAIS PARA DEMOCRATIZAÇÃO DO ACESSO NA ENGENHARIA CIVIL,2026-06-01,OpenAlex,ANAIS DO FÓRUM DE INICIAÇÃO CIENTÍFICA DO UNIFUNEC,https://doi.org/10.24980/aficf.v16i16.6822,https://doi.org/10.24980/aficf.v16i16.6822,https://seer.unifunec.edu.br/index.php/forum/article/download/6822/5175,15,BIM; openbim,通过文献综述分析Autodesk垄断对BIM推广的阻碍，评估FreeCAD等开源软件的技术可行性与经济优势。发现替代方案虽面临培训与互操作性挑战，但能降低成本，促进发展中国家工程数字化普及。
Application of Algorithms in Energy-Efficient Design Platforms for Green Building,2026-05-31T13:26:17Z,arXiv,cs.AI,,https://arxiv.org/abs/2606.01229v1,https://arxiv.org/pdf/2606.01229v1,27,BIM; building information model; building information modeling,提出一种结合BIM、传感器数据与多目标优化算法的绿色建筑设计平台，采用多层服务架构和动态能耗模拟，经案例验证可使年能耗降低29.3%，为节能设计提供可靠决策支持。
BIM-Based Construction Project Supported by an Integrated Project Delivery Contract Model for Building Energy Efficiency,2026-05-31,OpenAlex,International Journal of Civil Engineering,https://doi.org/10.14445/23488352/ijce-v13i5p111,https://doi.org/10.14445/23488352/ijce-v13i5p111,https://www.internationaljournalssrg.org/../IJCE/2026/Volume13-Issue5/IJCE-V13I5P111.pdf,39,BIM; bim-based; building information model; building information modelling,基于PRISMA方法，系统梳理了2014至2024年间102篇文献，探讨了BIM与集成项目交付（IPD）合同模式对建筑能效的影响。通过SWOT分析评估了BIM主导的IPD项目在能源效益上的表现，并提出了一个概念模型，证明两者结合能有效提升建筑能效。
Information requirement-driven BIM verification for construction cost estimation: openBIM workflow based on Information Delivery Specification (IDS),2026-05-30,OpenAlex,Automation in Construction,https://doi.org/10.1016/j.autcon.2026.107043,https://doi.org/10.1016/j.autcon.2026.107043,https://doi.org/10.1016/j.autcon.2026.107043,41,BIM; IFC; ifc model; ifc models; openbim,提出一种基于信息需求驱动的开放BIM工作流，通过将成本估算信息需求转化为机器可读的IDS规范，并集成IDScribe工具实现IFC模型自动语义增强，结合IDS、bSDD和BCF实现双向质量控制，验证表明该方法在工程量计算前显著提升了数据就绪度。
The Missing Link: Issues in Achieving BIM Success through BEP Implementation in Malaysia,2026-05-30,OpenAlex,Jurnal Kejuruteraan,https://doi.org/10.17576/jkukm-2026-38(3)-08,https://doi.org/10.17576/jkukm-2026-38(3)-08,https://doi.org/10.17576/jkukm-2026-38(3)-08,30,BIM; building information model; building information modelling,通过半结构化访谈八位马来西亚建筑从业者，发现BIM执行计划（BEP）应用的主要问题在于团队对BEP流程缺乏理解及使用模糊性，包括未在项目启动时启用BEP且缺乏渐进更新，这阻碍了BIM效益的充分发挥。
BIM-Based Safety Design Guide Systems Using Rule Checking and LLM Approaches for Preventing Construction Accidents,2026-05-29,OpenAlex,Buildings,https://doi.org/10.3390/buildings16112200,https://doi.org/10.3390/buildings16112200,https://doi.org/10.3390/buildings16112200,74,BIM; bim-based; building information model; building information modeling; IFC; ifc model; industry foundation class; industry foundation classes,本研究开发了基于BIM的规则检查与安全设计指南系统，通过分析韩国国家施工事故数据，优先针对坠落事故类型，利用IFC模型自动提取对象形状与属性信息，并基于MVD视图定义生成安全规则；同时引入大语言模型辅助识别安全设计需考虑的对象，无需生成规则即可减少系统开发成本，从而预防施工事故。
BIM2BI : an ETL architecture based on open BIM standards for integrating BIM data into business intelligence environments,2026-05-29,OpenAlex,Archivo Digital UPM (Universidad Politécnica de Madrid),,https://openalex.org/W7166263662,https://oa.upm.es/96733/1/10530969.pdf,59,BIM; building information model; building information modelling; IFC; ifc file; ifc files; openbim,提出BIM2BI架构，一种基于开放BIM标准（IFC、IDS、BCF）的四层ETL架构，用于将BIM数据集成到商业智能环境。通过开源实现和十个真实案例验证，该架构在数据质量、可追溯性、可重复性和可扩展性方面表现良好。
OPTIMIZATION OF REINFORCEMENT COSTS IN FRAME–MONOLITHIC MULTI-STOREY CONSTRUCTION USING BIM-BASED MULTI-CRITERIA ANALYSIS,2026-05-29,OpenAlex,Modern technology materials and design in construction,https://doi.org/10.31649/2311-1429-2026-1-7-17,https://doi.org/10.31649/2311-1429-2026-1-7-17,https://stmkvb.vntu.edu.ua/index.php/stmkvb/article/download/984/908,46,BIM; bim model; bim-based; building information model; building information modeling,通过集成建筑信息模型（BIM）技术与Dynamo环境中的可视化编程，开发智能脚本自动提取钢筋三维空间信息及四维进度数据，优化钢筋切割长度以减少材料浪费。案例验证表明，该方法能显著降低钢筋损耗和施工成本，其中对中等长度钢筋和柱类构件的优化效果最为明显。
Developing a Prototype for 3D Cadastre in Iran Using OpenBIM,2026-05-29,OpenAlex,"ISPRS annals of the photogrammetry, remote sensing and spatial information sciences",https://doi.org/10.5194/isprs-annals-x-4-w8-2025-171-2026,https://doi.org/10.5194/isprs-annals-x-4-w8-2025-171-2026,https://isprs-annals.copernicus.org/articles/X-4-W8-2025/171/2026/isprs-annals-X-4-W8-2025-171-2026.pdf,29,BIM; bim-based; IFC; openbim,针对伊朗二维地籍系统表达多层级产权边界的局限，基于OpenBIM与IFC标准开发三维地籍原型框架，整合几何、语义与法律信息转化二维数据。采用免费开源工具实现互操作，在德黑兰公寓楼测试，验证了利用IFC对象类与属性集建模物理及法律空间的可行性。
A ADOÇÃO DO BIM NA CONSTRUÇÃO CIVIL: DESAFIOS E PERSPECTIVAS EM EMPRESAS DE CURITIBA E REGIÃO METROPOLITANA,2026-05-28,OpenAlex,Revista Tópicos.,https://doi.org/10.70773/revistatopicos/779817211,https://doi.org/10.70773/revistatopicos/779817211,https://revistatopicos.com.br/generate/pdf_zenodo/pub_779817211.pdf,30,BIM; building information model; building information modeling,通过问卷调查分析库里蒂巴及大都市区建筑企业BIM应用水平，发现企业多处于部分采用的中级数字成熟度阶段。研究指出BIM能减少返工、提升项目协调与运营效率，但面临实施成本高、技术培训不足和组织变革阻力等挑战。
Research Landscape of BIM-Based Digital Twins: A Tertiary Review,2026-05-27,OpenAlex,OSF Preprints (OSF Preprints),,https://openalex.org/W7162901382,https://osf.io/kcwv7,44,BIM; bim-based; building information model; building information modeling; digital twin,?2018?2025?57?BIM????????????????Kitchenham?PICOC????????????????????????AI???????????????????????????????
Automated BIM Models Generation in Railway Infrastructure,2026-05-27,OpenAlex,Road and rail infrastructure,https://doi.org/10.5592/co/cetra.2026.1811,https://doi.org/10.5592/co/cetra.2026.1811,https://doi.org/10.5592/co/cetra.2026.1811,41,BIM; bim model; bim models; IFC; openbim,提出一种自动化工作流，将开放地理空间数据转换为符合IFC 4.3标准的铁路BIM模型，并基于buildingSMART标准进行语义丰富与参数化重建。该方法在葡萄牙莱索伊斯铁路线验证，能显著减少人工操作，为资产清单与外部数据关联提供可扩展的数字化基线。
A Review on Integration of Bim and Digital Twin for Real-Time Progress Monitoring in High-Rise Construction Projects,2026-05-27,OpenAlex,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.20411212,https://doi.org/10.5281/zenodo.20411212,https://doi.org/10.5281/zenodo.20411212,35,BIM; building information model; building information modeling; digital twin,综述了BIM与数字孪生技术在高耸建筑项目实时进度监控中的集成应用，通过分析BIM、数字孪生、物联网等先进技术，提出整合方案以解决传统监控方法效率低、信息滞后等问题。
Integration of Bim and Digital Twin for Real-Time Progress Monitoring in High-Rise Construction Projects,2026-05-27,OpenAlex,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.20411209,https://doi.org/10.5281/zenodo.20411209,https://doi.org/10.5281/zenodo.20411209,35,BIM; building information model; building information modeling; digital twin,针对高层建筑施工中传统监测方法效率低、易延误等问题，提出将建筑信息模型（BIM）与数字孪生（DT）技术集成，通过实时数据同步与可视化，实现施工进度的动态监控与精准管理。
"An integrative framework for BIM, digital twin and generative AI convergence in construction: a multi-dimensional analysis of synergies and enabling factors",2026-05-26,OpenAlex,Smart and Sustainable Built Environment,https://doi.org/10.1108/sasbe-08-2025-0502,https://doi.org/10.1108/sasbe-08-2025-0502,,35,BIM; building information model; building information modeling; digital twin,提出一个整合建筑信息模型、数字孪生与生成式人工智能的框架，通过文献计量与系统综述分析40篇文献，揭示五种技术集成模式、四维协同领域及十项生成式人工智能赋能区域，并归纳技术、组织与监管三类促进因素。
Viksit Bharat @2047: A Competency Framework for Future-Ready Civil Engineers,2026-05-26,OpenAlex,International Journal For Multidisciplinary Research,https://doi.org/10.36948/ijfmr.2026.v08i03.78633,https://doi.org/10.36948/ijfmr.2026.v08i03.78633,https://www.ijfmr.com/papers/2026/3/78633.pdf,30,BIM; building information model; building information modelling; digital twin,该研究针对印度2047年成为发达国家的目标，构建了面向未来土木工程师的能力框架，重点整合了BIM、数字孪生等新兴技术及可持续实践。通过分析技术、专业和行为三个技能领域，提出了弥补当前课程与行业需求差距的胜任力映射模型。
Build Digital Annual Survey 2025 and Trends & Comparisons 2022 - 2025,2026-05-26,OpenAlex,Arrow - TU Dublin (Technological University Dublin),https://doi.org/10.21427/rkhr-6913,https://doi.org/10.21427/rkhr-6913,https://arrow.tudublin.ie/cgi/viewcontent.cgi?article=1013&context=builddigitalrep,15,BIM; openbim,基于对爱尔兰建筑与建成环境领域205名从业者的调查，该研究分析了2022至2025年间数字化转型趋势，发现模型设计、碰撞检测等基础BIM应用已普及，但OpenBIM采纳、ISO 19650实施及AI等高级应用仍不成熟，需加强培训与实施支持。
Title: Build Digital Annual Survey 2024,2026-05-26,OpenAlex,Arrow - TU Dublin (Technological University Dublin),https://doi.org/10.21427/cf2j-nh69,https://doi.org/10.21427/cf2j-nh69,https://arrow.tudublin.ie/builddigitalrep/15,15,BIM; openbim,基于137份问卷，该调查呈现了爱尔兰建筑与建成环境行业数字化转型的现状。结果显示，多数组织已启动转型，普遍使用数字交付物，对ISO 19650、CDE、OpenBIM等标准认知提升，但技能差距、培训不均和BIM实施差异仍是主要挑战。
Streamlining Sustainability Certification of Residential Buildings in the EU: State-of-the-Art Literature Review,2026-05-25,OpenAlex,Buildings,https://doi.org/10.3390/buildings16112115,https://doi.org/10.3390/buildings16112115,https://doi.org/10.3390/buildings16112115,30,BIM; building information model; building information modelling; digital twin,通过系统文献综述，梳理了欧盟住宅建筑可持续性认证从私有体系向Level(s)协调框架的过渡，重点分析BIM与LCA的整合。数据互操作性、自动数量提取及技术能力不足是主要障碍，语义数据模型与数字孪生是实现实时监测和自动合规检查的关键。
Unveiling critical success factors for BIM stakeholder collaboration in Ghana: a Delphi study,2026-05-25,OpenAlex,Built Environment Project and Asset Management,https://doi.org/10.1108/bepam-01-2025-0011,https://doi.org/10.1108/bepam-01-2025-0011,,30,BIM; building information model; building information modeling,通过两轮德尔菲法，识别并优先排序了加纳BIM建设项目中影响利益相关者协作的16项关键成功因素，其中沟通、协作态度、早期参与等7项为极高影响力因素。研究整合了关键成功因素理论与协作模式，为促进BIM项目协作提供了验证框架，并支持可持续发展目标9和11。
Digital Technologies for Lifecycle Sustainability Compliance Verification in Construction Management: A Systematic Review and Governance Framework,2026-05-25,OpenAlex,Buildings,https://doi.org/10.3390/buildings16112113,https://doi.org/10.3390/buildings16112113,https://doi.org/10.3390/buildings16112113,30,BIM; building information model; building information modelling; digital twin,通过PRISMA系统综述和主题综合法分析117篇论文，发现当前研究集中于BIM设计建模与孤立运维分析，缺乏对采购、施工、调试等阶段的多阶段可持续性合规验证。研究提出数字可持续性合规框架，以弥合政策设计与实际验证间的差距。
Ishigaki-IDS-Bench: A Benchmark for Generating Information Delivery Specification from BIM Information Requirements,2026-05-21T07:19:55Z,arXiv,cs.CL,,https://arxiv.org/abs/2605.22079v2,https://arxiv.org/pdf/2605.22079v2,57,BIM; building information model; building information modeling; IFC; industry foundation class; industry foundation classes,提出首个公开的IDS生成基准Ishigaki-IDS-Bench，包含166个由六位BIM/IFC专家编写的双语场景及对应黄金标准文件。通过形式有效性和内容保真度两阶段评估，测试10种大语言模型在零样本下的表现，发现最高内容通过率仅为33.1%。
"AI-Driven Optimization of Scheduling, Risk, and Sustainability in BIM-Enabled Construction Project Management",2026-05-21,OpenAlex,Arabian Journal for Science and Engineering,https://doi.org/10.1007/s13369-026-11351-6,https://doi.org/10.1007/s13369-026-11351-6,https://link.springer.com/content/pdf/10.1007/s13369-026-11351-6.pdf,44,BIM; bim model; bim models; building information model; building information modeling,提出一种结合人工智能与建筑信息模型的集成框架，用于优化施工进度、风险评估和可持续性表现。通过巴勒斯坦三个不同规模的实际项目验证，该方法使工期缩短3.52%，风险分类准确率超99.7%，隐含碳和能耗分别降低67%和70%。
Leadership-Driven Pathways to BIM Maturity: Integrating Transformational Dimensions in Latin American AEC Digital Transformation-A Scoping Review,2026-05-21,OpenAlex,The Open Construction and Building Technology Journal,https://doi.org/10.2174/0118748368474442260507080715,https://doi.org/10.2174/0118748368474442260507080715,https://openconstructionbuildingtechnologyjournal.com/VOLUME/20/ELOCATOR/e18748368474442/PDF/,30,BIM; building information model; building information modelling,通过系统综述和PRISMA-ScR筛选，将变革型领导力维度与BIM成熟度三阶段框架交叉映射，发现拉丁美洲建筑行业BIM成熟度提升受领导力行为调节，理想化影响和个性化关怀在早期采纳阶段突出，智力激发对流程重组关键，鼓舞性激励在高级整合阶段具战略重要性。
Digitisation of Procurement and Information Modelling—Literature Review on e-Procurement,2026-05-15,OpenAlex,Buildings,https://doi.org/10.3390/buildings16101969,https://doi.org/10.3390/buildings16101969,https://doi.org/10.3390/buildings16101969,27,BIM; building information model; building information modelling,基于95篇文献的系统综述，梳理了建筑行业电子采购的演变，指出其实际成熟度有限，多停留在文件数字化而非流程数字化。研究分析了建筑信息模型（BIM）作为电子采购演进的关键推动因素，并探讨了数字建筑日志在招标数据全生命周期管理中的潜力。
"Holistic, emission, and cost optimization of non-residential building energy systems based on OpenBIM",2026-05-15,OpenAlex,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2026.117638,https://doi.org/10.1016/j.enbuild.2026.117638,https://doi.org/10.1016/j.enbuild.2026.117638,19,bim-based; openbim,基于OpenBIM提出一种自动化方法，用于非住宅建筑能源系统的生态与经济优化，采用嵌套两阶段方法整合动态能耗模拟、图论分布系统设计与混合整数线性规划优化，以全面评估生命周期排放与成本间的帕累托最优权衡。
Utilizzo della Metodologia BIM (Building Information Modeling) e degli Standard openBIM per le Analisi e il Monitoraggio delle Prestazioni Termiche di Edifici Storici,2026-05-14,OpenAlex,Open MIND,https://doi.org/10.25432/fontanella-luca_phd2026-05-14,https://doi.org/10.25432/fontanella-luca_phd2026-05-14,https://doi.org/10.25432/fontanella-luca_phd2026-05-14,46,BIM; building information model; building information modeling; openbim,该论文探讨了利用BIM方法论与openBIM标准对历史建筑进行热性能分析与监测的研究，重点在于通过开放标准实现建筑信息模型在历史建筑热工评估中的应用。
Governance and Digital Technologies for Carbon Data Quality: A Systematic Review of Procurement-Driven Decarbonization in Construction Supply Chains,2026-05-14,OpenAlex,Sustainability,https://doi.org/10.3390/su18104921,https://doi.org/10.3390/su18104921,https://www.mdpi.com/2071-1050/18/10/4921/pdf?version=1778752223,27,IFC; industry foundation class; industry foundation classes,基于PRISMA框架对68篇文献的系统综述，分析了治理机制与数字技术如何协同提升建筑供应链采购驱动脱碳中碳数据的质量。研究发现，标准治理与数字技术可改善数据完整性、可及性等，并提出六项采购导向的碳数据质量提升措施。
IFC model,2026-05-14,OpenAlex,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.20180332,https://doi.org/10.5281/zenodo.20180332,https://doi.org/10.5281/zenodo.20180332,18,IFC; ifc model,该研究以Portotide桥梁的IFC模型为对象，通过构建该模型展示了IFC标准在桥梁工程信息建模中的应用方法，为基础设施领域的BIM数据交换提供了实践参考。
